Employee_ID,Age,Department,Job_Role,Years_At_Company,Monthly_Income,Job_Satisfaction,Performance_Rating,Attrition
EMP0507,29,Sales,Technician,14,11775,1,3,No
EMP0508,22,Sales,Director,3,8415,3,3,No
EMP0509,43,Sales,Specialist,11,7331,4,3,No
EMP0510,38,Finance,Analyst,11,13295,1,3,No
EMP0511,28,R&D,Technician,5,4942,2,3,No
EMP0512,46,Finance,Director,2,9026,2,3,No
EMP0513,25,Sales,Specialist,14,11301,2,4,No
EMP0514,57,HR,Specialist,3,3191,1,3,Yes
EMP0515,27,HR,Specialist,14,12095,2,3,No
EMP0516,52,Sales,Specialist,8,3861,4,3,No
EMP0517,40,Sales,Specialist,4,9711,2,3,No
EMP0518,48,Sales,Technician,12,12275,2,3,No
EMP0519,31,R&D,Director,6,3649,4,3,No
EMP0520,47,Sales,Specialist,9,7134,2,3,No
EMP0521,40,R&D,Manager,1,14803,4,3,No
EMP0522,24,Sales,Manager,13,10587,2,3,No
EMP0523,34,Sales,Director,13,11828,4,4,No
EMP0524,49,Sales,Analyst,4,4036,2,3,No
EMP0525,41,HR,Analyst,8,7131,4,3,No
EMP0526,49,R&D,Analyst,10,5148,1,4,No
EMP0527,29,HR,Manager,2,14349,4,3,No
EMP0528,22,Sales,Analyst,13,14779,2,3,No
EMP0529,24,Sales,Technician,8,14486,2,4,No
EMP0530,34,IT,Specialist,13,8457,3,3,No
EMP0531,49,R&D,Manager,10,9079,4,3,No
EMP0532,46,Sales,Director,14,5430,1,3,No
EMP0533,54,Sales,Director,5,4879,4,3,No
EMP0534,59,Sales,Specialist,3,14905,4,3,No
EMP0535,27,R&D,Manager,6,10542,1,3,No
EMP0536,53,R&D,Analyst,7,5011,4,3,No
EMP0537,42,IT,Analyst,5,6373,1,3,Yes
EMP0538,37,Sales,Technician,4,13335,1,3,No
EMP0539,42,Sales,Technician,5,10357,4,3,No
EMP0540,32,Sales,Analyst,4,13692,4,3,No
EMP0541,58,HR,Director,7,4289,2,3,No
EMP0542,57,R&D,Director,0,4447,2,3,No
EMP0543,56,Sales,Technician,10,6199,3,4,No
EMP0544,40,Sales,Specialist,6,9381,3,3,No
EMP0545,41,IT,Analyst,14,13135,4,3,No
EMP0546,39,R&D,Technician,9,10522,1,3,Yes
EMP0547,35,Sales,Technician,9,9059,3,3,No
EMP0548,36,Sales,Analyst,10,6183,4,4,Yes
EMP0549,52,HR,Analyst,1,8462,3,3,No
EMP0550,22,Sales,Director,14,6216,1,4,No
EMP0551,24,Sales,Specialist,13,6136,4,3,No
EMP0552,37,Finance,Specialist,8,6318,1,3,Yes
EMP0553,44,Finance,Analyst,0,5782,4,3,No
EMP0554,32,Sales,Manager,10,12182,3,4,No
EMP0555,33,IT,Technician,9,10657,2,3,No
EMP0556,31,Sales,Technician,5,7920,3,3,No
EMP0557,53,Sales,Analyst,8,13345,3,3,No
EMP0558,37,R&D,Manager,0,9324,2,3,No
EMP0559,29,IT,Director,3,9327,2,4,Yes
EMP0560,59,R&D,Analyst,3,11417,4,3,No
EMP0561,33,R&D,Analyst,14,3776,4,3,No
EMP0562,45,R&D,Technician,8,14029,1,3,Yes
EMP0563,49,HR,Analyst,10,8208,1,3,No
EMP0564,29,R&D,Analyst,4,3687,3,4,No
EMP0565,49,R&D,Analyst,4,3529,2,3,No
EMP0566,57,R&D,Technician,5,14634,1,3,Yes
EMP0567,47,R&D,Director,0,8067,3,4,No
EMP0568,29,Sales,Director,0,11080,2,3,No
EMP0569,49,HR,Analyst,14,8518,4,3,No
EMP0570,49,Sales,Technician,8,5153,3,3,No
EMP0571,58,Sales,Director,2,12486,4,3,No
EMP0572,57,HR,Director,3,9094,1,3,No
EMP0573,48,R&D,Director,0,9974,1,4,No
EMP0574,38,Sales,Technician,8,12718,2,3,Yes
EMP0575,30,IT,Technician,14,7774,3,3,No
EMP0576,54,Sales,Analyst,7,10692,4,4,No
EMP0577,41,R&D,Specialist,1,14088,2,3,No
EMP0578,34,Sales,Director,7,6103,1,3,Yes
EMP0579,49,Sales,Specialist,14,5440,1,3,No
EMP0580,50,Sales,Technician,6,7135,3,4,No
EMP0581,34,R&D,Technician,10,14994,4,3,No
EMP0582,56,R&D,Technician,5,10124,3,3,No
EMP0583,27,R&D,Specialist,0,8201,4,4,No
EMP0584,39,IT,Technician,14,3844,4,3,No
EMP0585,26,Finance,Analyst,6,3446,3,3,No
EMP0586,46,R&D,Technician,9,6915,2,4,Yes
EMP0587,23,R&D,Manager,6,6109,3,3,No
EMP0588,31,Finance,Specialist,12,4234,3,3,No
EMP0589,51,R&D,Manager,13,9587,1,4,No
EMP0590,26,R&D,Technician,8,3226,1,3,No
EMP0591,54,IT,Analyst,0,7143,3,3,Yes
EMP0592,22,R&D,Director,1,10185,3,4,No
EMP0593,39,HR,Technician,10,14151,1,4,No
EMP0594,53,IT,Analyst,8,8558,4,3,No
EMP0595,32,Sales,Specialist,12,13022,3,3,Yes
EMP0596,42,R&D,Manager,8,14971,2,3,No
EMP0597,47,R&D,Manager,12,3186,2,3,No
EMP0598,46,Finance,Manager,5,14069,2,3,Yes
EMP0599,43,IT,Specialist,5,5535,3,3,No
EMP0600,48,Finance,Analyst,3,4932,4,3,No
EMP0601,34,R&D,Specialist,3,14116,4,3,No
EMP0602,54,Finance,Manager,4,12040,1,3,No
EMP0603,55,IT,Technician,2,5032,3,3,No
EMP0604,56,HR,Director,0,4252,4,3,No
EMP0605,22,IT,Specialist,14,8509,3,3,No
EMP0606,42,Finance,Specialist,0,8074,1,3,No
EMP0607,27,HR,Analyst,11,4881,1,3,No
EMP0608,49,Sales,Analyst,14,3269,1,3,No
EMP0609,38,Sales,Specialist,12,4630,2,3,No
EMP0610,26,R&D,Manager,6,7405,3,4,No
EMP0611,52,HR,Director,0,14395,1,3,Yes
EMP0612,26,Sales,Analyst,0,9139,3,4,No
EMP0613,59,IT,Manager,2,4574,2,3,No
EMP0614,24,IT,Technician,9,14084,2,3,No
EMP0615,44,Finance,Analyst,14,4695,1,4,Yes
EMP0616,58,R&D,Manager,3,6258,1,3,No
EMP0617,58,R&D,Manager,3,6262,4,3,No
EMP0618,31,R&D,Director,1,4445,3,3,Yes
EMP0619,31,HR,Director,0,9263,1,3,No
EMP0620,40,Finance,Technician,2,11411,4,3,Yes
EMP0621,38,IT,Manager,10,3052,3,3,No
EMP0622,42,Sales,Manager,3,12949,1,3,No
EMP0623,35,IT,Director,2,8570,4,3,No
EMP0624,30,IT,Analyst,7,10579,4,4,No
EMP0625,22,Sales,Analyst,13,4666,3,3,Yes
EMP0626,34,IT,Specialist,9,9901,4,3,No
EMP0627,25,Sales,Director,0,5785,3,4,Yes
EMP0628,22,R&D,Specialist,13,3719,3,3,No
EMP0629,53,HR,Director,1,11597,3,3,Yes
EMP0630,55,Sales,Technician,12,9855,2,3,No
EMP0631,49,HR,Manager,6,5294,4,3,No
EMP0632,52,HR,Technician,3,11263,3,3,No
EMP0633,29,Sales,Director,7,13245,1,3,No
EMP0634,47,Sales,Manager,10,12421,2,4,Yes
EMP0635,55,Sales,Analyst,12,12759,2,3,No
EMP0636,24,Sales,Analyst,2,14874,4,3,Yes
EMP0637,33,Sales,Specialist,5,14145,3,3,No
EMP0638,22,Sales,Director,8,7482,4,3,Yes
EMP0639,26,R&D,Director,0,3698,2,4,No
EMP0640,51,Sales,Analyst,0,10243,3,3,No
EMP0641,51,R&D,Technician,7,12018,1,3,No
EMP0642,38,HR,Manager,2,8918,3,4,No
EMP0643,44,Finance,Technician,4,3348,2,3,No
EMP0644,36,Sales,Technician,0,8374,1,3,No
EMP0645,58,Sales,Analyst,4,10869,3,3,Yes
EMP0646,42,IT,Analyst,10,3307,1,4,No
EMP0647,35,Finance,Analyst,5,6416,1,3,No
EMP0648,23,IT,Specialist,7,13526,2,4,No
EMP0649,32,Finance,Technician,12,7820,1,3,No
EMP0650,59,R&D,Director,13,14001,4,3,No
EMP0651,55,R&D,Manager,2,6558,2,4,Yes
EMP0652,59,Sales,Specialist,2,7478,4,3,No
EMP0653,55,R&D,Director,11,14669,1,3,Yes
EMP0654,39,Sales,Technician,10,9531,4,3,No
EMP0655,51,Sales,Analyst,10,7620,3,3,No
EMP0656,36,Sales,Technician,9,13878,1,3,No
EMP0657,48,Finance,Manager,8,5985,3,3,No
EMP0658,55,Finance,Specialist,3,11112,4,3,No
EMP0659,59,Sales,Specialist,14,11467,3,3,No
EMP0660,54,Finance,Manager,3,5547,1,3,Yes
EMP0661,45,Sales,Director,11,13956,3,3,No
EMP0662,36,IT,Director,6,3336,4,3,No
EMP0663,51,R&D,Specialist,1,13165,4,4,Yes
EMP0664,38,IT,Specialist,7,5979,4,3,No
EMP0665,26,HR,Analyst,5,6968,1,3,No
EMP0666,50,Sales,Director,2,3910,4,4,No
EMP0667,25,R&D,Manager,8,4996,1,3,Yes
EMP0668,31,Sales,Director,4,6129,3,4,Yes
EMP0669,38,R&D,Analyst,7,8447,4,3,No
EMP0670,31,R&D,Specialist,6,9129,3,3,No
EMP0671,38,HR,Specialist,13,8850,2,3,No
EMP0672,41,Sales,Analyst,7,7204,3,3,No
EMP0673,45,HR,Manager,6,10446,2,3,No
EMP0674,26,IT,Specialist,2,14949,3,3,No
EMP0675,55,Sales,Technician,1,11519,1,3,Yes
EMP0676,27,Sales,Specialist,6,12991,3,3,No
EMP0677,23,R&D,Technician,2,3314,1,3,Yes
EMP0678,34,Finance,Analyst,2,14737,1,3,Yes
EMP0679,32,Sales,Analyst,1,4134,4,3,Yes
EMP0680,44,IT,Specialist,3,13938,1,3,No
EMP0681,37,Finance,Director,7,7876,2,4,No
EMP0682,52,Sales,Technician,11,11102,4,3,Yes
EMP0683,32,R&D,Manager,0,12712,4,4,No
EMP0684,37,IT,Specialist,0,11347,3,3,No
EMP0685,29,Finance,Manager,11,8592,1,3,Yes
EMP0686,25,R&D,Specialist,13,4724,1,3,No
EMP0687,25,R&D,Director,4,6343,2,3,No
EMP0688,46,Finance,Director,10,3886,3,3,No
EMP0689,24,R&D,Director,4,14265,3,3,No
EMP0690,53,IT,Director,10,13997,4,3,No
EMP0691,24,Sales,Analyst,11,3721,4,3,No
EMP0692,48,R&D,Analyst,0,10678,4,3,No
EMP0693,50,Finance,Technician,5,12104,2,3,No
EMP0694,53,Sales,Manager,0,6357,2,3,No
EMP0695,40,Sales,Specialist,4,3870,4,4,No
EMP0696,42,R&D,Specialist,8,9751,3,3,No
EMP0697,26,R&D,Analyst,11,3497,2,3,No
EMP0698,39,HR,Specialist,13,4756,3,3,No
EMP0699,49,Sales,Analyst,4,4117,3,3,No
EMP0700,43,Sales,Technician,5,14601,1,3,No
EMP0701,42,Finance,Manager,7,5828,4,3,No
EMP0702,27,HR,Technician,10,4647,1,3,No
EMP0703,22,R&D,Director,0,9992,4,3,No
EMP0704,26,Sales,Director,13,14175,4,4,No
EMP0705,33,IT,Director,1,9771,3,4,Yes
EMP0706,47,Finance,Technician,8,3142,4,3,No
EMP0707,55,Sales,Specialist,2,5761,3,3,No
EMP0708,35,R&D,Manager,5,6435,3,3,No
EMP0709,47,Sales,Director,4,9622,4,3,No
EMP0710,48,Finance,Director,10,13623,3,3,No
EMP0711,30,IT,Director,1,10069,3,3,Yes
EMP0712,47,HR,Manager,13,7512,3,4,No
EMP0713,43,Finance,Director,14,4848,2,3,No
EMP0714,51,Finance,Manager,6,5696,3,3,No
EMP0715,38,R&D,Director,3,4717,2,3,No
EMP0716,47,Sales,Technician,0,6072,2,3,Yes
EMP0717,57,R&D,Technician,12,12259,3,3,No
EMP0718,22,R&D,Manager,3,5786,3,4,No
EMP0719,29,IT,Technician,5,6791,2,3,Yes
EMP0720,56,Sales,Manager,6,12480,2,3,No
EMP0721,36,Sales,Technician,14,6871,3,3,No
EMP0722,43,R&D,Technician,6,4806,3,3,No
EMP0723,35,Sales,Manager,13,4504,4,3,No
EMP0724,47,R&D,Specialist,6,6308,2,3,No
EMP0725,49,R&D,Technician,2,10117,2,3,No
EMP0726,44,HR,Director,5,8048,4,4,No
EMP0727,35,R&D,Specialist,12,14143,2,3,No
EMP0728,45,HR,Manager,7,11263,1,3,Yes
EMP0729,23,R&D,Specialist,3,4690,2,3,No
EMP0730,47,R&D,Analyst,12,12536,4,3,No
EMP0731,35,R&D,Analyst,7,6303,1,3,Yes
EMP0732,28,Sales,Technician,1,6113,3,3,No
EMP0733,24,HR,Technician,14,12074,4,3,Yes
EMP0734,44,Sales,Director,9,13854,4,3,No
EMP0735,39,Sales,Specialist,8,10850,3,3,No
EMP0736,59,Finance,Analyst,8,9416,4,4,No
EMP0737,56,R&D,Technician,7,4504,2,3,No
EMP0738,36,Sales,Specialist,9,13655,3,3,No
EMP0739,46,Finance,Technician,13,13745,4,3,No
EMP0740,58,HR,Technician,12,11924,3,4,Yes
EMP0741,49,Sales,Analyst,9,12940,3,3,No
EMP0742,31,IT,Analyst,0,6924,3,3,No
EMP0743,38,Finance,Technician,1,11615,1,3,No
EMP0744,43,R&D,Manager,5,14670,4,3,No
EMP0745,47,HR,Technician,9,12783,1,3,No
EMP0746,46,Sales,Technician,4,7485,4,3,No
EMP0747,38,Sales,Director,11,11100,2,3,No
EMP0748,34,Sales,Director,13,11684,2,3,Yes
EMP0749,41,Sales,Director,8,3191,2,3,Yes
EMP0750,46,HR,Manager,4,11690,4,3,No
EMP0751,25,Sales,Manager,1,7917,3,3,Yes
EMP0752,31,Finance,Technician,9,8831,3,3,No
EMP0753,24,HR,Director,3,12448,1,4,No
EMP0754,39,R&D,Manager,8,13160,1,4,No
EMP0755,57,HR,Analyst,0,7322,2,4,No
EMP0756,43,R&D,Technician,10,13378,1,3,No
EMP0757,55,Sales,Specialist,0,9999,4,3,No
EMP0758,29,HR,Technician,11,12008,4,3,No
EMP0759,40,R&D,Specialist,6,14412,1,3,No
EMP0760,58,Sales,Director,10,10282,1,3,No
EMP0761,27,R&D,Specialist,2,12665,1,3,No
EMP0762,47,R&D,Director,9,12278,1,3,Yes
EMP0763,55,Sales,Analyst,1,4874,2,3,No
EMP0764,27,Sales,Specialist,8,12062,2,3,Yes
EMP0765,58,IT,Technician,2,7763,1,4,Yes
EMP0766,54,Sales,Director,1,13234,4,3,Yes
EMP0767,43,Sales,Technician,11,11464,2,3,No
EMP0768,42,Sales,Manager,7,12221,4,4,No
EMP0769,27,R&D,Director,9,14410,3,3,No
EMP0770,27,IT,Specialist,5,4051,4,3,No
EMP0771,25,HR,Director,5,12765,1,3,No
EMP0772,51,Finance,Technician,9,14382,3,3,No
EMP0773,32,R&D,Analyst,10,10538,2,4,No
EMP0774,51,Sales,Director,6,10411,2,3,No
EMP0775,52,Sales,Specialist,6,14989,3,3,No
EMP0776,45,Finance,Manager,10,14481,4,3,No
EMP0777,30,R&D,Analyst,12,9320,2,3,Yes
EMP0778,24,Sales,Manager,14,14939,1,4,Yes
EMP0779,52,IT,Director,5,5105,3,3,No
EMP0780,58,Sales,Technician,3,3307,1,3,No
EMP0781,57,Sales,Technician,10,10737,3,3,No
EMP0782,45,R&D,Specialist,8,6359,2,3,No
EMP0783,52,IT,Technician,5,6176,4,4,No
EMP0784,27,R&D,Analyst,3,4251,3,3,No
EMP0785,23,Finance,Technician,11,8366,3,3,No
EMP0786,41,Finance,Specialist,2,13939,1,3,Yes
EMP0787,49,R&D,Director,3,4517,2,3,No
EMP0788,32,HR,Director,2,9226,1,3,No
EMP0789,25,R&D,Technician,14,8305,2,4,No
EMP0790,36,R&D,Manager,1,12570,1,3,Yes
EMP0791,27,Finance,Director,13,8869,3,4,No
EMP0792,51,IT,Technician,4,11039,1,3,No
EMP0793,59,HR,Specialist,1,7891,4,3,No
EMP0794,23,Sales,Technician,5,7992,2,3,No
EMP0795,36,R&D,Director,2,4961,2,3,No
EMP0796,32,R&D,Specialist,5,5863,3,4,Yes
EMP0797,29,R&D,Technician,14,13848,2,3,Yes
EMP0798,47,R&D,Analyst,10,13686,4,3,No
EMP0799,26,Sales,Specialist,9,9603,1,3,Yes
EMP0800,27,Sales,Analyst,8,7567,3,3,No
EMP0801,47,Sales,Manager,0,9513,4,3,No
EMP0802,25,R&D,Specialist,5,7005,2,3,No
EMP0803,40,Sales,Analyst,8,14755,2,3,No
EMP0804,41,Finance,Director,10,12114,4,3,No
EMP0805,54,R&D,Director,3,14151,1,3,No
EMP0806,41,IT,Manager,10,3183,1,3,Yes
EMP0807,33,IT,Specialist,11,10755,3,3,No
EMP0808,22,R&D,Specialist,1,6358,2,3,Yes
EMP0809,47,Finance,Specialist,12,9615,4,4,No
EMP0810,35,Sales,Manager,3,12590,1,3,No
EMP0811,59,Sales,Specialist,0,9797,3,3,No
EMP0812,58,Sales,Director,2,13988,2,3,Yes
EMP0813,32,Sales,Analyst,9,11728,2,3,Yes
EMP0814,57,Sales,Director,8,10678,3,3,Yes
EMP0815,34,Sales,Director,9,8698,3,3,No
EMP0816,24,HR,Analyst,4,4273,1,3,Yes
EMP0817,54,HR,Director,14,14159,4,3,No
EMP0818,27,Sales,Manager,10,9653,2,3,No
EMP0819,31,Finance,Analyst,5,14241,4,4,No
EMP0820,26,R&D,Director,2,4096,2,4,No
EMP0821,44,R&D,Technician,4,12497,2,3,No
EMP0822,31,Finance,Director,10,12107,4,3,No
EMP0823,23,Sales,Manager,7,14273,3,4,No
EMP0824,34,R&D,Specialist,5,11002,1,3,No
EMP0825,23,R&D,Director,3,7247,2,4,No
EMP0826,41,R&D,Specialist,1,12220,3,3,Yes
EMP0827,22,IT,Technician,13,8314,2,4,No
EMP0828,58,Sales,Director,8,13169,1,3,Yes
EMP0829,30,IT,Analyst,12,6354,2,4,No
EMP0830,38,Sales,Specialist,11,13703,1,3,No
EMP0831,30,Sales,Technician,0,3270,1,3,Yes
EMP0832,32,Sales,Analyst,0,4186,2,4,Yes
EMP0833,36,HR,Analyst,12,14956,2,3,No
EMP0834,45,R&D,Analyst,3,9305,1,3,No
EMP0835,59,IT,Analyst,6,5398,3,3,No
EMP0836,56,Finance,Director,0,9995,4,3,No
EMP0837,51,Sales,Director,8,10299,1,4,No
EMP0838,52,IT,Director,3,7182,2,3,No
EMP0839,26,Finance,Technician,2,12903,2,3,Yes
EMP0840,35,HR,Technician,0,5230,3,3,No
EMP0841,32,R&D,Technician,9,9511,4,3,No
EMP0842,30,Sales,Manager,3,3128,1,3,Yes
EMP0843,55,Sales,Technician,8,12461,1,3,Yes
EMP0844,33,R&D,Director,12,6672,4,3,No
EMP0845,56,R&D,Director,13,12793,1,4,No
EMP0846,56,Finance,Manager,9,7765,4,3,No
EMP0847,22,R&D,Manager,5,6970,2,3,No
EMP0848,43,Sales,Technician,5,10545,4,4,Yes
EMP0849,50,IT,Specialist,0,8552,1,3,No
EMP0850,29,IT,Manager,9,3627,4,4,No
EMP0851,32,R&D,Analyst,1,14989,3,3,Yes
EMP0852,58,IT,Director,10,9589,2,4,No
EMP0853,35,R&D,Analyst,5,5044,2,3,Yes
EMP0854,51,R&D,Director,1,14744,4,4,No
EMP0855,56,HR,Director,2,5341,1,3,Yes
EMP0856,42,Sales,Manager,3,8884,3,3,No
EMP0857,58,Sales,Manager,10,14406,2,3,No
EMP0858,26,Sales,Analyst,4,11185,2,3,No
EMP0859,40,R&D,Director,14,3249,1,3,No
EMP0860,35,R&D,Analyst,8,5925,1,3,Yes
EMP0861,47,Sales,Specialist,11,8043,3,3,No
EMP0862,25,Finance,Analyst,14,3974,4,3,No
EMP0863,46,HR,Technician,14,12517,1,3,Yes
EMP0864,46,R&D,Analyst,3,10192,4,3,No
EMP0865,39,Sales,Technician,12,12175,3,3,No
EMP0866,29,R&D,Technician,10,12080,4,3,No
EMP0867,35,R&D,Technician,8,14129,2,3,No
EMP0868,53,Finance,Specialist,10,13309,4,3,No
EMP0869,59,R&D,Analyst,9,5672,3,3,No
EMP0870,54,R&D,Analyst,2,10279,3,3,Yes
EMP0871,44,HR,Specialist,7,10531,3,4,No
EMP0872,36,HR,Director,11,12518,4,3,No
EMP0873,54,HR,Manager,0,11662,2,3,No
EMP0874,46,R&D,Analyst,10,4987,1,3,No
EMP0875,38,R&D,Manager,8,3090,2,3,No
EMP0876,54,R&D,Specialist,8,11721,4,3,No
EMP0877,23,R&D,Director,9,7059,4,3,No
EMP0878,35,HR,Director,1,5773,1,3,Yes
EMP0879,27,Finance,Director,3,12878,4,3,No
EMP0880,27,Finance,Specialist,12,11383,3,3,No
EMP0881,24,Finance,Technician,7,13178,3,3,No
EMP0882,28,Sales,Technician,6,14815,3,3,No
EMP0883,29,HR,Manager,0,10409,3,3,No
EMP0884,36,Sales,Technician,4,13377,3,4,No
EMP0885,50,Sales,Technician,6,7440,4,3,Yes
EMP0886,54,Sales,Director,14,10347,1,3,No
EMP0887,51,R&D,Director,3,4008,1,4,No
EMP0888,48,Sales,Manager,14,6783,3,3,No
EMP0889,57,IT,Analyst,14,9646,4,3,No
EMP0890,50,R&D,Manager,0,7298,2,3,No
EMP0891,59,R&D,Manager,8,7668,2,4,No
EMP0892,54,Sales,Specialist,13,7287,4,3,No
EMP0893,58,Finance,Specialist,4,5052,3,3,Yes
EMP0894,48,Sales,Manager,10,9009,1,3,No
EMP0895,54,HR,Manager,1,14500,4,4,Yes
EMP0896,25,R&D,Manager,7,4716,2,3,No
EMP0897,43,HR,Technician,10,3310,2,3,Yes
EMP0898,23,Sales,Specialist,12,7538,2,4,No
EMP0899,31,Finance,Manager,1,4260,3,3,No
EMP0900,26,HR,Director,2,6932,2,3,No
EMP0901,31,R&D,Director,13,14460,4,3,No
EMP0902,54,R&D,Technician,9,3584,4,3,No
EMP0903,59,R&D,Technician,0,13991,2,4,No
EMP0904,34,Sales,Analyst,10,10616,4,3,Yes
EMP0905,52,R&D,Analyst,1,11551,2,4,No
EMP0906,57,HR,Analyst,13,5866,2,3,No
EMP0907,45,Sales,Technician,6,8898,1,3,No
EMP0908,36,R&D,Technician,9,5011,3,4,No
EMP0909,50,R&D,Technician,1,9251,3,3,No
EMP0910,29,R&D,Director,5,7939,1,3,No
EMP0911,26,IT,Technician,14,7006,1,3,Yes
EMP0912,50,R&D,Director,2,4625,3,4,Yes
EMP0913,25,HR,Analyst,3,13956,2,3,No
EMP0914,33,Finance,Analyst,10,3890,2,3,No
EMP0915,23,HR,Analyst,14,9078,3,3,No
EMP0916,48,IT,Manager,12,10036,2,3,Yes
EMP0917,52,Sales,Manager,7,11923,1,3,No
EMP0918,57,IT,Specialist,13,6961,2,3,No
EMP0919,57,R&D,Specialist,2,5504,2,3,No
EMP0920,47,R&D,Specialist,9,11806,4,3,No
EMP0921,48,HR,Manager,5,6806,4,3,No
EMP0922,26,IT,Manager,0,9100,4,4,No
EMP0923,41,Finance,Specialist,6,4719,2,3,No
EMP0924,32,R&D,Specialist,7,9686,3,4,No
EMP0925,31,R&D,Technician,10,4587,1,3,No
EMP0926,59,IT,Specialist,13,10000,2,3,No
EMP0927,27,R&D,Technician,7,12803,3,4,No
EMP0928,29,Finance,Director,2,3896,2,3,Yes
EMP0929,44,Finance,Manager,13,8558,1,3,No
EMP0930,47,Sales,Specialist,9,11469,2,4,No
EMP0931,33,Sales,Manager,0,7647,1,3,No
EMP0932,47,Sales,Manager,8,12828,2,3,No
EMP0933,34,R&D,Manager,12,13350,1,3,No
EMP0934,39,IT,Director,5,5432,2,3,No
EMP0935,46,Sales,Analyst,10,6904,1,3,Yes
EMP0936,54,IT,Specialist,8,14454,4,3,No
EMP0937,33,R&D,Analyst,6,9837,2,3,No
EMP0938,57,IT,Analyst,0,4449,2,3,No
EMP0939,25,Sales,Analyst,11,7500,3,3,No
EMP0940,26,R&D,Manager,11,8454,3,3,No
EMP0941,58,R&D,Technician,0,12424,1,3,Yes
EMP0942,29,Finance,Manager,5,7117,2,3,No
EMP0943,49,HR,Manager,4,11869,1,3,No
EMP0944,52,Finance,Analyst,8,13850,4,3,No
EMP0945,30,R&D,Manager,1,5028,3,3,Yes
EMP0946,50,R&D,Analyst,7,9845,1,3,No
EMP0947,35,Sales,Technician,10,6758,1,4,No
EMP0948,43,Sales,Specialist,4,8904,3,3,No
EMP0949,32,Sales,Analyst,1,7624,2,3,Yes
EMP0950,44,IT,Technician,12,13229,1,3,No
EMP0951,22,IT,Specialist,9,13841,3,3,No
EMP0952,58,IT,Director,10,11848,2,4,No
EMP0953,42,Finance,Analyst,10,3165,4,4,No
EMP0954,47,Sales,Analyst,11,7591,3,3,No
EMP0955,57,Sales,Director,5,3589,1,3,No
EMP0956,44,Sales,Director,9,7524,4,4,No
EMP0957,22,Finance,Analyst,7,5821,2,4,No
EMP0958,36,R&D,Director,3,9509,2,3,No
EMP0959,42,Sales,Manager,1,10693,3,3,No
EMP0960,30,R&D,Specialist,11,12454,3,3,No
EMP0961,30,Sales,Specialist,10,3071,3,4,No
EMP0962,31,IT,Specialist,4,14708,2,3,No
EMP0963,47,Finance,Manager,14,6580,4,3,Yes
EMP0964,56,R&D,Director,11,10962,2,3,No
EMP0965,46,IT,Technician,1,3268,1,3,Yes
EMP0966,47,HR,Director,1,12968,2,3,No
EMP0967,32,R&D,Analyst,14,5462,1,4,No
EMP0968,59,R&D,Specialist,5,12460,4,3,Yes
EMP0969,23,R&D,Director,10,4015,3,3,No
EMP0970,28,R&D,Technician,9,13914,3,3,No
EMP0971,39,IT,Analyst,8,12275,2,3,No
EMP0972,48,Sales,Manager,12,10984,3,3,No
EMP0973,55,IT,Manager,3,3406,4,3,Yes
EMP0974,48,Sales,Technician,5,10384,3,3,Yes
EMP0975,38,R&D,Analyst,6,9049,2,3,No
EMP0976,45,Sales,Specialist,12,9169,4,3,No
EMP0977,46,R&D,Director,10,10982,1,3,No
EMP0978,28,Sales,Analyst,5,14268,2,4,No
EMP0979,27,IT,Manager,7,3985,1,4,No
EMP0980,45,Sales,Technician,3,14795,4,3,Yes
EMP0981,54,HR,Technician,11,7485,2,3,No
EMP0982,50,R&D,Director,14,11901,2,4,No
EMP0983,43,R&D,Technician,0,5618,4,3,No
EMP0984,47,R&D,Technician,6,9289,3,4,No
EMP0985,49,Sales,Analyst,2,12603,2,4,No
EMP0986,42,R&D,Specialist,13,9928,2,3,No
EMP0987,28,Sales,Director,5,8368,1,3,No
EMP0988,38,Sales,Analyst,1,7621,3,4,Yes
EMP0989,41,Sales,Specialist,8,12677,1,3,Yes
EMP0990,41,R&D,Analyst,0,14142,1,3,Yes
EMP0991,43,R&D,Analyst,5,14126,3,3,No
EMP0992,49,IT,Technician,5,10566,3,3,No
EMP0993,28,HR,Specialist,4,7670,4,3,No
EMP0994,22,Sales,Director,12,10658,3,3,Yes
EMP0995,53,R&D,Director,4,4003,2,4,No
EMP0996,34,IT,Specialist,0,13658,3,3,Yes
EMP0997,51,HR,Technician,9,10504,4,3,No
EMP0998,44,Sales,Manager,11,5466,4,3,No
EMP0999,40,IT,Analyst,4,13130,4,3,No
EMP1000,53,R&D,Technician,1,4939,3,3,No
